frame_idx,file,fire_score,area_m2,growth_m2_per_s,lat,lon,crs
88,IRX_0617_ref_geo.TIFF,0.7958335280418396,1202.7441755139587,2.177539551603104,30.65980589952499,-84.24913691702459,EPSG:26916
89,IRX_0618_ref_geo.TIFF,0.8337659239768982,1220.0655128562576,17.321337342298875,30.65980392999927,-84.24913654993317,EPSG:26916
90,IRX_0619_ref_geo.TIFF,0.762890636920929,1233.9225827300966,13.85706987383901,30.659802958415856,-84.24913504824407,EPSG:26916
91,IRX_0620_ref_geo.TIFF,0.8001460433006287,1239.465410679632,5.542827949535422,30.65980372853962,-84.24913580000909,EPSG:26916
92,IRX_0621_ref_geo.TIFF,0.8655120134353638,1236.4465490285456,-3.018861651086354,30.659805428247363,-84.24913626072461,EPSG:26916
93,IRX_0622_ref_geo.TIFF,0.8920053839683533,1253.7678863708445,17.321337342298875,30.659802197996495,-84.24913564280438,EPSG:26916
94,IRX_0623_ref_geo.TIFF,0.9049869179725647,1240.7026490612247,-13.06523730961976,30.659804009084887,-84.24913671897076,EPSG:26916
95,IRX_0624_ref_geo.TIFF,0.9151172637939453,1233.6009007508824,-7.101748310342373,30.659803373514283,-84.24913658691415,EPSG:26916
96,IRX_0625_ref_geo.TIFF,0.9557684063911438,1216.4775215496384,-17.123379201244006,30.65980168156408,-84.24913794335173,EPSG:26916
97,IRX_0626_ref_geo.TIFF,0.9382235407829285,1196.3105359296765,-20.166985619961906,30.659801308835824,-84.24913903501341,EPSG:26916
98,IRX_0627_ref_geo.TIFF,0.962491512298584,1194.1329963780731,-2.1775395516033313,30.659801377684058,-84.2491391988256,EPSG:26916
99,IRX_0628_ref_geo.TIFF,0.9428130984306335,1210.1181162682517,15.985119890178566,30.659800621222523,-84.24913646966502,EPSG:26916
100,IRX_0629_ref_geo.TIFF,0.9535362124443054,1192.8462684612166,-17.2718478070351,30.659803587372362,-84.24913732691459,EPSG:26916
101,IRX_0630_ref_geo.TIFF,0.9386354088783264,1196.731196979418,3.8849285182013773,30.659803069124457,-84.24913692208314,EPSG:26916
102,IRX_0631_ref_geo.TIFF,0.94681715965271,1187.82308063195,-8.908116347467967,30.65980564126508,-84.2491384671423,EPSG:26916
103,IRX_0632_ref_geo.TIFF,0.9500203132629395,1198.1663935020656,10.343312870115597,30.659805042062096,-84.24913789991815,EPSG:26916
104,IRX_0633_ref_geo.TIFF,0.9534524083137512,1237.411594966188,39.245201464122374,30.659809824936197,-84.24915077868665,EPSG:26916
105,IRX_0634_ref_geo.TIFF,0.9484785795211792,1268.713726020485,31.30213105429698,30.659811755846434,-84.24915812068429,EPSG:26916
106,IRX_0635_ref_geo.TIFF,0.9395748376846313,1288.559029661233,19.845303640747943,30.659811226941525,-84.24916251309199,EPSG:26916
107,IRX_0636_ref_geo.TIFF,0.9406652450561523,1277.0032231771565,-11.555806484076356,30.659810505475193,-84.24915951417022,EPSG:26916
108,IRX_0637_ref_geo.TIFF,0.932481586933136,1305.7318983977405,28.72867522058391,30.65981056110728,-84.24916309066805,EPSG:26916
109,IRX_0638_ref_geo.TIFF,0.9259280562400818,1293.9038994697137,-11.827998928026773,30.659813842182828,-84.24916580304661,EPSG:26916
110,IRX_0639_ref_geo.TIFF,0.9398117065429688,1293.5822174904995,-0.3216819792141905,30.65981680076528,-84.24916798370289,EPSG:26916
111,IRX_0640_ref_geo.TIFF,0.92600017786026,1302.242886161649,8.660668671149551,30.659814931018808,-84.24916708618235,EPSG:26916
112,IRX_0641_ref_geo.TIFF,0.9073097705841064,1295.8339913449984,-6.4088948166506725,30.659815852038943,-84.24916781888275,EPSG:26916
113,IRX_0642_ref_geo.TIFF,0.8966161608695984,1260.1272916522312,-35.70669969276719,30.659817346708305,-84.2491659216417,EPSG:26916
114,IRX_0643_ref_geo.TIFF,0.8968629240989685,357.240210301095,-902.8870813511362,30.65987059125786,-84.24916125809149,EPSG:26916
115,IRX_0644_ref_geo.TIFF,0.8825908899307251,1189.8026620424985,832.5624517414035,30.65980318460763,-84.24913787999354,EPSG:26916
116,IRX_0645_ref_geo.TIFF,0.9175392389297485,1242.0636112809768,52.26094923847836,30.659797963229433,-84.24913652108076,EPSG:26916
117,IRX_0646_ref_geo.TIFF,0.9318241477012634,1215.017580259359,-27.046031021617864,30.659801072062198,-84.24913712089428,EPSG:26916
118,IRX_0647_ref_geo.TIFF,0.9368751645088196,1258.0982207064192,43.080640447060205,30.659794999628147,-84.24913436723983,EPSG:26916
119,IRX_0648_ref_geo.TIFF,0.9424372911453247,1245.3546653760136,-12.74355533040557,30.659799545969705,-84.24913728344829,EPSG:26916
120,IRX_0649_ref_geo.TIFF,0.9602938890457153,1243.6967659446793,-1.6578994313342719,30.659798136218637,-84.24913683483855,EPSG:26916
121,IRX_0650_ref_geo.TIFF,0.9540589451789856,1230.1861228176863,-13.510643126993045,30.659799694619263,-84.2491387704308,EPSG:26916
122,IRX_0651_ref_geo.TIFF,0.9458636045455933,1223.3318221836623,-6.854300634023957,30.65980031952325,-84.2491393830263,EPSG:26916
123,IRX_0652_ref_geo.TIFF,0.9485782980918884,1248.200313653677,24.86849147001476,30.659797818438065,-84.24913830600501,EPSG:26916
124,IRX_0653_ref_geo.TIFF,0.9574798345565796,1265.818588207558,17.618274553880838,30.659798267905575,-84.24913932965487,EPSG:26916
125,IRX_0654_ref_geo.TIFF,0.9665393829345703,1273.8606376879109,8.042049480352944,30.659794223796645,-84.24913759697773,EPSG:26916
126,IRX_0655_ref_geo.TIFF,0.9627736210823059,1264.5318602907014,-9.328777397209478,30.659795047579937,-84.2491367593729,EPSG:26916
127,IRX_0656_ref_geo.TIFF,0.9464201331138611,1207.2972127582202,-57.234647532481176,30.65979461228093,-84.24913506389832,EPSG:26916
128,IRX_0657_ref_geo.TIFF,0.9374873638153076,1246.319711313656,39.02249855543573,30.65978230438256,-84.2491328490539,EPSG:26916
129,IRX_0658_ref_geo.TIFF,0.9628481864929199,1218.1106762133409,-28.209035100315077,30.659782466750578,-84.24914628777269,EPSG:26916
130,IRX_0659_ref_geo.TIFF,0.9625170230865479,474.8768356229351,-743.2338405904057,30.65980664233116,-84.24919115976816,EPSG:26916
131,IRX_0660_ref_geo.TIFF,0.9720030426979065,519.8133336423844,44.93649801944923,30.659804667585185,-84.24921751362946,EPSG:26916
132,IRX_0661_ref_geo.TIFF,0.9716104865074158,1353.712002835908,833.8986691935236,30.65977540929107,-84.24918310209257,EPSG:26916
133,IRX_0662_ref_geo.TIFF,0.972743809223175,1422.8241388316799,69.11213599577195,30.659772869931267,-84.24919504119961,EPSG:26916
134,IRX_0663_ref_geo.TIFF,0.9772003293037415,1469.8886868674686,47.064548035788675,30.659775541514854,-84.24920684349652,EPSG:26916
135,IRX_0664_ref_geo.TIFF,0.974339485168457,1492.4311701800889,22.542483312620334,30.659776555817363,-84.24921791978028,EPSG:26916
136,IRX_0665_ref_geo.TIFF,0.9680972099304199,1506.931604012356,14.500433832267163,30.659777714281244,-84.24923037995184,EPSG:26916
137,IRX_0666_ref_geo.TIFF,0.9685368537902832,1551.1752485381132,44.24364452575719,30.65977297244875,-84.24923911411108,EPSG:26916
138,IRX_0667_ref_geo.TIFF,0.9788327217102051,1561.840243387443,10.664994849329787,30.659776439174323,-84.24925273959978,EPSG:26916
139,IRX_0668_ref_geo.TIFF,0.9887415766716003,1568.1006695983024,6.26042621085935,30.65977905373629,-84.24926391713501,EPSG:26916
140,IRX_0669_ref_geo.TIFF,0.9807846546173096,1491.5898480806056,-76.51082151769674,30.659785512075693,-84.24927695977577,EPSG:26916
141,IRX_0670_ref_geo.TIFF,0.9790011048316956,1672.6968023781546,181.106954297549,30.659771595988193,-84.2492727771299,EPSG:26916
142,IRX_0671_ref_geo.TIFF,0.9555275440216064,1696.080607790258,23.383805412103357,30.659768276615264,-84.2492748691317,EPSG:26916
143,IRX_0672_ref_geo.TIFF,0.9497599005699158,1698.0106996655427,1.9300918752846883,30.659769030166593,-84.24927587874488,EPSG:26916
144,IRX_0673_ref_geo.TIFF,0.9323732852935791,1681.0852786053536,-16.925421060189137,30.659770937623055,-84.24928325225665,EPSG:26916
145,IRX_0674_ref_geo.TIFF,0.961601972579956,1737.3053906649288,56.220112059575285,30.65976548900662,-84.24927312730294,EPSG:26916
146,IRX_0675_ref_geo.TIFF,0.9559001922607422,1608.657343746913,-128.64804691801578,30.659777867236855,-84.24926888779038,EPSG:26916
147,IRX_0676_ref_geo.TIFF,0.8888685703277588,1452.1466884754284,-156.51065527148467,30.659798380861695,-84.24924640940577,EPSG:26916
148,IRX_0677_ref_geo.TIFF,0.9443983435630798,1523.1146820435895,70.96799356816109,30.659799246702455,-84.24925076181515,EPSG:26916
149,IRX_0678_ref_geo.TIFF,0.9796434044837952,1495.3757975282797,-27.738884515309792,30.659803786310867,-84.2492625109776,EPSG:26916
150,IRX_0679_ref_geo.TIFF,0.9776133894920349,508.85140158147243,-986.5243959468073,30.659830437263373,-84.24949600937273,EPSG:26916
151,IRX_0680_ref_geo.TIFF,0.9773392081260681,573.7074375445652,64.85603596309278,30.659804722153297,-84.24953476248872,EPSG:26916
152,IRX_0681_ref_geo.TIFF,0.9745440483093262,1617.8871420735952,1044.17970452903,30.659803503667884,-84.24927344279028,EPSG:26916
153,IRX_0682_ref_geo.TIFF,0.9807193875312805,608.4985808349537,-1009.3885612386415,30.6598332693396,-84.249520087415,EPSG:26916
154,IRX_0683_ref_geo.TIFF,0.9897828698158264,679.3923401002191,70.89375926526543,30.659823041399473,-84.24953119267349,EPSG:26916
155,IRX_0684_ref_geo.TIFF,0.9913654327392578,719.4046293609292,40.01228926071008,30.65983354779383,-84.2495374053993,EPSG:26916
156,IRX_0685_ref_geo.TIFF,0.9893003106117249,711.4120694158399,-7.992559945089283,30.659825433635344,-84.24958325580809,EPSG:26916
157,IRX_0686_ref_geo.TIFF,0.9856761693954468,779.8313519179198,68.41928250207991,30.659827038450086,-84.24955496947615,EPSG:26916
158,IRX_0687_ref_geo.TIFF,0.974856972694397,735.0680672718936,-44.76328464602625,30.659823047654417,-84.24958049692033,EPSG:26916
159,IRX_0688_ref_geo.TIFF,0.9893361330032349,933.7190618204279,198.6509945485343,30.659786825696358,-84.24958663512476,EPSG:26916
160,IRX_0689_ref_geo.TIFF,0.978792130947113,947.0317468063661,13.312684985938176,30.659791289611267,-84.24957985922602,EPSG:26916
161,IRX_0690_ref_geo.TIFF,0.9690831899642944,897.3937429368643,-49.638003869501745,30.659790345490347,-84.24957629335907,EPSG:26916
162,IRX_0691_ref_geo.TIFF,0.9904999136924744,906.0544116080138,8.660668671149438,30.659790831915302,-84.24957546577402,EPSG:26916
163,IRX_0692_ref_geo.TIFF,0.9749572277069092,930.7002001693417,24.64578856132789,30.659786491893836,-84.24956593733086,EPSG:26916
164,IRX_0693_ref_geo.TIFF,0.9768111705780029,855.3523827303422,-75.34781743899941,30.659768423073167,-84.24950982137808,EPSG:26916
165,IRX_0694_ref_geo.TIFF,0.9728516340255737,1156.8178867892354,301.4655040588932,30.659801469957973,-84.24946702130755,EPSG:26916
166,IRX_0695_ref_geo.TIFF,0.9597031474113464,1940.756870134043,783.9389833448076,30.659792929194964,-84.24935911742297,EPSG:26916
167,IRX_0696_ref_geo.TIFF,0.963721752166748,1226.5238972081718,-714.2329729258713,30.659807110016846,-84.24947799428104,EPSG:26916
168,IRX_0697_ref_geo.TIFF,0.9473157525062561,939.0391868612768,-287.484710346895,30.65979925224928,-84.24955600748135,EPSG:26916
169,IRX_0698_ref_geo.TIFF,0.9671035408973694,1850.3394892072438,911.300302345967,30.659799879085284,-84.24930606286887,EPSG:26916
170,IRX_0699_ref_geo.TIFF,0.9508477449417114,831.5974058037611,-1018.7420834034826,30.65982048097405,-84.2495250026577,EPSG:26916
171,IRX_0700_ref_geo.TIFF,0.9174012541770935,710.1253414989834,-121.47206430477775,30.659828816329817,-84.2495740948908,EPSG:26916
172,IRX_0701_ref_geo.TIFF,0.9424386620521545,697.208572795155,-12.916768703828438,30.659836859419627,-84.24957284594683,EPSG:26916
173,IRX_0702_ref_geo.TIFF,0.9386190176010132,673.8000226154198,-23.40855017973513,30.659839117006385,-84.24955509402014,EPSG:26916
174,IRX_0703_ref_geo.TIFF,0.8935995101928711,769.042633230431,95.24261061501113,30.659824876204677,-84.2495617147017,EPSG:26916
175,IRX_0704_ref_geo.TIFF,0.9100013375282288,712.5503287269053,-56.4923045035257,30.65984083686347,-84.24956112554177,EPSG:26916
176,IRX_0705_ref_geo.TIFF,0.8972012400627136,700.3016687491369,-12.248659977768398,30.659848672498548,-84.2495704820981,EPSG:26916
177,IRX_0706_ref_geo.TIFF,0.8929864168167114,689.0675442442746,-11.23412450486228,30.659855305031442,-84.24956832976063,EPSG:26916
178,IRX_0707_ref_geo.TIFF,0.9075800180435181,698.9654512970167,9.897907052742084,30.659856217963544,-84.24956820180573,EPSG:26916
179,IRX_0708_ref_geo.TIFF,0.8892683386802673,962.8189085554898,263.8534572584731,30.659822481821042,-84.24949814922152,EPSG:26916
180,IRX_0709_ref_geo.TIFF,0.9737277626991272,1343.8140957831658,380.99518722767607,30.65975957476129,-84.2495208560063,EPSG:26916
181,IRX_0710_ref_geo.TIFF,0.9579282402992249,1111.2875143466215,-232.52658143654435,30.659801686141428,-84.24950181638978,EPSG:26916
182,IRX_0711_ref_geo.TIFF,0.8000054955482483,1098.4202351780568,-12.867279168564664,30.659817685837385,-84.24948012886657,EPSG:26916
183,IRX_0712_ref_geo.TIFF,0.8607971668243408,2570.7339092734474,1472.3136740953905,30.659754143179395,-84.24936038425011,EPSG:26916
184,IRX_0713_ref_geo.TIFF,0.8620429635047913,2481.8507039398232,-88.88320533362412,30.65976709134195,-84.249340023923,EPSG:26916
185,IRX_0714_ref_geo.TIFF,0.9447012543678284,2445.6491088944185,-36.2015950454047,30.659770024191765,-84.24933785242693,EPSG:26916
186,IRX_0715_ref_geo.TIFF,0.8995927572250366,2115.727122058892,-329.9219868355267,30.65979387019359,-84.24930083212332,EPSG:26916
187,IRX_0716_ref_geo.TIFF,0.9650089740753174,2110.827658067785,-4.899463991107041,30.659790513547037,-84.24930005113184,EPSG:26916
188,IRX_0717_ref_geo.TIFF,0.9578863978385925,2486.824402233826,375.996744166041,30.659758838785937,-84.24933381791986,EPSG:26916
189,IRX_0718_ref_geo.TIFF,0.894672155380249,2156.3580305103983,-330.4663717234275,30.65979019201881,-84.24930558588791,EPSG:26916
190,IRX_0719_ref_geo.TIFF,0.9780092239379883,1943.1076230590695,-213.25040745132878,30.65977760770641,-84.24925354267631,EPSG:26916
191,IRX_0720_ref_geo.TIFF,0.9891282916069031,2931.8343033251117,988.7266802660422,30.6597291550392,-84.24936350254283,EPSG:26916
192,IRX_0721_ref_geo.TIFF,0.9873746633529663,2089.5966474396528,-842.2376558854589,30.65978037505694,-84.24926968458048,EPSG:26916
193,IRX_0722_ref_geo.TIFF,0.9809908866882324,3102.474220914386,1012.8775734747333,30.6597343966571,-84.2493748228561,EPSG:26916
194,IRX_0723_ref_geo.TIFF,0.9905070066452026,2292.182060041652,-810.2921608727338,30.659772775773135,-84.24929685306839,EPSG:26916
